id_tarjeta,id_cliente,id_cliente_original,indice_tarjeta,marca_tarjeta,tipo_tarjeta,numero_tarjeta,fecha_expiracion,cvv,tiene_chip,tarjetas_emitidas,limite_credito,fecha_apertura,ano_ultimo_pin,en_dark_web
1876,625,625,1,Visa,Debit (Prepaid),4980389315137738,08/2022,222,SÍ,2,22.0,10/1999,2016,No
1877,625,625,2,Visa,Crédito,4455799501123948,05/2007,651,SÍ,1,3100.0,03/2004,2011,No
1878,625,625,3,Visa,Débito,4211342868154020,04/2019,108,SÍ,1,42241.0,06/2011,2012,No
1879,625,625,4,Visa,Débito,4126791237469970,07/2020,502,SÍ,1,25497.0,12/2000,2012,No
1880,625,625,5,Mastercard,Débito,5545501337471546,02/2020,42,SÍ,1,28188.0,02/2020,2020,No
1881,625,625,6,Visa,Crédito,4763707007052282,04/2020,329,NO,2,14300.0,03/2005,2012,No
1882,626,626,0,Mastercard,Débito,5297814036761845,11/2020,436,SÍ,2,12035.0,01/2020,2020,No
1883,627,627,0,Mastercard,Crédito,5332016559235674,02/2020,171,SÍ,2,10800.0,02/2020,2020,No
1884,627,627,1,Mastercard,Débito,5427056152561933,05/2020,439,NO,1,16332.0,04/2016,2016,No
1885,628,628,0,Visa,Débito,4114452714679730,12/2021,613,SÍ,2,6724.0,10/2009,2011,No
1886,628,628,1,Mastercard,Débito,5607772753172564,12/2023,609,SÍ,2,20933.0,06/2000,2014,No
1887,629,629,0,Mastercard,Débito,5905311924160314,08/2020,400,SÍ,1,25253.0,03/2008,2008,No
1888,629,629,1,Visa,Débito,4175483090792339,04/2021,147,SÍ,2,13202.0,02/2011,2011,No
1889,629,629,2,Mastercard,Debit (Prepaid),5368860011761099,03/2020,207,SÍ,2,78.0,03/2015,2015,No
1890,629,629,3,Mastercard,Débito,5700569085858753,01/2021,37,SÍ,1,16441.0,05/2005,2008,No
1891,630,630,0,Mastercard,Crédito,5114662442047901,02/2021,247,SÍ,2,7200.0,01/2020,2020,No
1892,631,631,0,Mastercard,Débito,5904516440918627,09/2023,838,SÍ,1,8342.0,09/2007,2009,No
1893,631,631,1,Mastercard,Crédito,5873879871800491,09/2021,895,SÍ,2,5700.0,01/2020,2020,No
1894,632,632,0,Visa,Crédito,4813468957928983,03/2020,563,SÍ,1,14300.0,04/2010,2010,No
1895,632,632,1,Visa,Débito,4782359944930749,06/2024,12,NO,1,17252.0,04/2013,2013,No
1896,632,632,2,Mastercard,Crédito,5049713217655208,07/2023,980,SÍ,1,11900.0,09/2009,2012,No
1897,633,633,0,Mastercard,Débito,5064803986712494,01/2022,477,SÍ,1,10445.0,08/2010,2010,No
1898,633,633,1,Mastercard,Debit (Prepaid),5101374030372418,05/2011,237,SÍ,1,73.0,08/2010,2010,No
1899,633,633,2,Visa,Débito,4438751767989238,05/2022,781,SÍ,1,17319.0,09/2008,2010,No
1900,634,634,0,Visa,Crédito,4623909080454335,02/2020,314,SÍ,2,9400.0,11/2016,2016,No
1901,634,634,1,Discover,Crédito,6244344461424370,04/2015,414,SÍ,2,8900.0,05/2011,2014,No
1902,634,634,2,Mastercard,Débito,5543479633732955,04/2021,192,SÍ,2,9324.0,11/2008,2009,No
1903,634,634,3,Visa,Débito,4023733457618418,01/2024,3,SÍ,2,8834.0,07/2008,2017,No
1904,634,634,4,Mastercard,Débito,5998143511839617,05/2022,174,SÍ,1,8304.0,05/2009,2013,No
1905,634,634,5,Visa,Crédito,4715738219735937,07/2023,643,SÍ,1,10900.0,06/2009,2009,No
1906,635,635,0,Visa,Crédito,4249186321078698,03/2014,613,SÍ,2,9300.0,02/2000,2006,No
1907,635,635,1,Mastercard,Débito,5505908551325322,09/2012,646,SÍ,1,10946.0,05/2012,2012,No
1908,636,636,0,Mastercard,Débito,5950513884296124,02/2020,729,SÍ,2,24576.0,02/2020,2020,No
1909,637,637,0,Visa,Crédito,4417056929607717,10/2017,693,SÍ,2,12500.0,09/2007,2013,No
1910,637,637,1,Mastercard,Debit (Prepaid),5694461259251008,01/2024,86,SÍ,2,40.0,08/2008,2009,No
1911,637,637,2,Mastercard,Débito,5620106433417052,11/2024,339,SÍ,2,21408.0,08/2010,2015,No
1912,638,638,0,Mastercard,Débito,5403500140212676,02/2020,642,NO,1,9433.0,02/2004,2009,No
1913,638,638,1,Amex,Crédito,345938557402151,11/2020,382,SÍ,2,7400.0,06/2004,2006,No
1914,639,639,0,Mastercard,Débito,5538497557105107,02/2020,247,SÍ,1,34858.0,02/2020,2020,No
1915,639,639,1,Visa,Débito,4184962720948425,02/2020,526,NO,1,28147.0,02/2020,2020,No
1916,640,640,0,Mastercard,Débito,5640299040746333,08/2022,259,SÍ,1,13857.0,01/2020,2020,No
1917,640,640,1,Mastercard,Débito,5995738761199496,09/2021,674,SÍ,2,10236.0,02/2020,2020,No
1918,641,641,0,Mastercard,Crédito,5300090302126885,04/2024,94,SÍ,1,15700.0,07/2006,2010,No
1919,641,641,1,Mastercard,Débito,5438397481754732,05/2021,868,SÍ,2,25080.0,01/2007,2012,No
1920,641,641,2,Mastercard,Débito,5477335030821502,06/2012,801,SÍ,2,31604.0,04/2008,2014,No
1921,641,641,3,Mastercard,Crédito,5445191857932855,10/2015,194,SÍ,2,5600.0,07/2013,2013,No
1922,641,641,4,Mastercard,Débito,5179089621739035,03/2022,274,SÍ,1,16220.0,11/2014,2014,No
1923,641,641,5,Mastercard,Débito,5984945879573910,11/2021,289,SÍ,1,44568.0,05/2009,2011,No
1924,641,641,6,Mastercard,Crédito,5301525411053274,07/2012,424,SÍ,2,12500.0,01/2009,2009,No
1925,641,641,7,Mastercard,Crédito,5972887381229032,04/2015,441,SÍ,2,12200.0,09/2009,2009,No
1926,642,642,0,Visa,Débito,4771614681971768,06/2021,353,SÍ,2,27220.0,02/2020,2020,No
1927,642,642,1,Mastercard,Débito,5109840055437737,12/2024,456,SÍ,2,14303.0,02/2020,2020,No
1928,643,643,0,Visa,Débito,4434350524306826,08/2020,920,SÍ,2,10289.0,06/2013,2013,No
1929,643,643,1,Mastercard,Débito,5206347664104995,06/2019,337,SÍ,2,10618.0,02/2009,2009,No
1930,643,643,2,Mastercard,Débito,5554817119459376,05/2010,894,SÍ,2,10909.0,06/2009,2009,No
1931,644,644,0,Visa,Débito,4973656988526728,02/2023,703,SÍ,2,31554.0,02/2010,2010,No
1932,645,645,0,Visa,Débito,4600575353397286,02/2020,105,SÍ,1,35148.0,01/2020,2020,No
1933,645,645,1,Mastercard,Débito,5638793020721462,02/2020,531,SÍ,2,35968.0,07/2012,2012,No
1934,645,645,2,Amex,Crédito,343245906110440,07/2022,728,SÍ,1,30900.0,05/2010,2016,No
1935,646,646,0,Visa,Débito,4745291753757744,12/2017,291,SÍ,1,22122.0,10/2015,2015,No
1936,646,646,1,Mastercard,Débito,5391562008232881,01/2023,139,SÍ,1,21240.0,09/2004,2006,No
1937,646,646,2,Visa,Débito,4114185411174504,07/2023,606,SÍ,2,33181.0,09/2013,2013,No
1938,646,646,3,Visa,Crédito,4971073775593251,11/2016,354,SÍ,2,13900.0,06/2008,2008,No
1939,647,647,0,Visa,Débito,4891475179534976,12/2018,326,SÍ,2,18316.0,04/2017,2017,No
1940,647,647,1,Visa,Débito,4047431792511852,05/2024,615,SÍ,1,14858.0,06/2016,2016,No
1941,647,647,2,Visa,Débito,4167964897226165,10/2022,954,SÍ,1,21414.0,11/2007,2008,No
1942,647,647,3,Discover,Crédito,6443318322155670,07/2021,518,SÍ,1,14900.0,09/2010,2010,No
1943,647,647,4,Mastercard,Débito,5400865230848610,06/2020,591,SÍ,1,12992.0,07/2007,2015,No
1944,648,648,0,Mastercard,Crédito,5954521242015508,02/2020,394,SÍ,1,8300.0,08/2008,2013,No
1945,648,648,1,Mastercard,Debit (Prepaid),5376758306260437,04/2011,26,SÍ,1,56.0,03/2004,2008,No
1946,648,648,2,Visa,Débito,4952408792507245,09/2023,78,SÍ,2,5283.0,03/2008,2010,No
1947,648,648,3,Discover,Crédito,6669631772050778,03/2012,182,SÍ,2,10600.0,03/2005,2008,No
1948,649,649,0,Mastercard,Débito,5795511997395934,03/2023,987,SÍ,1,5158.0,01/2020,2020,No
1949,650,650,0,Visa,Débito,4778924908010471,02/2021,656,SÍ,1,30320.0,08/2018,2018,No
1950,650,650,1,Mastercard,Crédito,5895121423095414,11/2022,726,SÍ,1,14200.0,02/2008,2011,No
1951,650,650,2,Visa,Débito,4417507914154983,03/2021,178,SÍ,1,28911.0,04/2004,2011,No
1952,651,651,0,Mastercard,Débito,5098630896285808,04/2023,18,SÍ,2,65185.0,02/2020,2020,No
1953,651,651,1,Mastercard,Débito,5369522792349411,08/2022,597,SÍ,1,36570.0,12/2019,2019,No
1954,652,652,0,Mastercard,Débito,5815399624686166,12/2006,896,SÍ,1,14138.0,12/2006,2011,No
1955,653,653,0,Visa,Débito,4515472056993650,06/2020,464,SÍ,1,21752.0,02/2020,2020,No
1956,653,653,1,Visa,Débito,4009703334177340,06/2020,922,SÍ,2,23137.0,01/2020,2020,No
1957,654,654,0,Visa,Débito,4212985133165351,01/2021,884,SÍ,1,32808.0,11/2006,2012,No
1958,655,655,0,Mastercard,Débito,5961241054000885,02/2020,108,NO,1,29674.0,01/2020,2020,No
1959,656,656,0,Visa,Crédito,4000393241453107,10/2021,408,SÍ,2,24300.0,10/2003,2007,No
1960,657,657,0,Visa,Débito,4900806445604257,01/2024,23,SÍ,2,17280.0,11/2003,2014,No
1961,657,657,1,Visa,Débito,4287822159932211,11/2022,878,SÍ,2,4660.0,08/2010,2013,No
1962,657,657,2,Mastercard,Débito,5175111743032898,03/2011,151,SÍ,2,12557.0,01/2008,2013,No
1963,658,658,0,Visa,Débito,4643473532096411,03/2024,281,SÍ,2,49425.0,11/2014,2014,No
1964,658,658,1,Mastercard,Débito,5696951093879559,02/2024,206,SÍ,1,47330.0,07/2013,2013,No
1965,658,658,2,Mastercard,Débito,5317790276482208,02/2020,205,SÍ,2,50774.0,07/2012,2012,No
1966,658,658,3,Amex,Crédito,364780102699868,12/2022,611,SÍ,1,22800.0,03/2008,2008,No
1967,658,658,4,Mastercard,Débito,5036311337651630,12/2009,979,SÍ,2,75640.0,11/2003,2009,No
1968,658,658,5,Visa,Débito,4463424589377220,12/2024,763,SÍ,1,65540.0,05/2007,2012,No
1969,659,659,0,Visa,Débito,4157877736359764,09/2023,927,SÍ,2,16998.0,02/2020,2020,No
1970,660,660,0,Visa,Crédito,4520782324393284,02/2023,938,SÍ,2,12300.0,01/2020,2020,No
1971,660,660,1,Visa,Crédito,4483016880530879,05/2021,825,NO,1,17100.0,02/2020,2020,No
1972,661,661,0,Mastercard,Débito,5279503639469023,02/2020,613,SÍ,2,23039.0,01/2010,2010,No
1973,661,661,1,Mastercard,Débito,5279484044685392,04/2023,166,SÍ,1,17795.0,01/2012,2012,No
1974,661,661,2,Mastercard,Crédito,5958667117657314,12/2022,906,SÍ,2,9000.0,03/2009,2011,No
1975,661,661,3,Visa,Débito,4850099627830735,05/2008,361,SÍ,1,14424.0,11/2007,2010,No
1976,661,661,4,Visa,Crédito,4367249512395505,08/2022,956,SÍ,2,5700.0,07/2009,2011,No
1977,661,661,5,Mastercard,Débito,5219693851377223,12/2014,164,NO,1,14626.0,07/2014,2014,No
1978,662,662,0,Visa,Crédito,4720586956662009,01/2023,320,SÍ,1,200.0,02/2012,2012,No
1979,662,662,1,Mastercard,Débito,5470825522118885,07/2021,682,SÍ,1,282.0,12/2007,2009,No
1980,662,662,2,Mastercard,Débito,5573795199148995,12/2019,547,SÍ,2,350.0,03/2005,2011,No
1981,663,663,0,Mastercard,Débito,5937904364088537,08/2020,832,NO,2,42537.0,09/2010,2010,No
1982,663,663,1,Visa,Débito,4968168260037253,05/2021,607,SÍ,1,21073.0,11/2007,2011,No
1983,664,664,0,Amex,Crédito,356719617570025,05/2022,536,SÍ,1,14600.0,02/2020,2020,No
1984,664,664,1,Mastercard,Débito,5416703809937284,10/2024,938,SÍ,2,10722.0,02/2020,2020,No
1985,665,665,0,Visa,Débito,4095066683929908,02/2024,892,NO,2,27618.0,02/2020,2020,No
1986,665,665,1,Mastercard,Débito,5118587392070717,04/2020,847,SÍ,1,27180.0,09/2011,2011,No
1987,666,666,0,Mastercard,Débito,5421616899749760,01/2020,724,SÍ,2,10522.0,01/2020,2020,No
1988,667,667,0,Mastercard,Débito,5346072026592587,04/2020,558,NO,2,18555.0,11/2002,2011,No
1989,667,667,1,Mastercard,Débito,5419562718481392,11/2020,119,NO,1,16746.0,07/2012,2012,No
1990,667,667,2,Mastercard,Débito,5363296926225059,02/2018,610,SÍ,1,15974.0,09/2013,2013,No
1991,668,668,0,Mastercard,Débito,5078628761076723,11/2024,417,SÍ,2,17417.0,05/2008,2009,No
1992,668,668,1,Visa,Débito,4275777560156841,05/2022,497,SÍ,2,519.0,02/2020,2020,No
1993,669,669,0,Mastercard,Crédito,5128363217409052,07/2009,544,SÍ,1,11500.0,12/2005,2013,No
1994,669,669,1,Visa,Crédito,4544634327077881,08/2022,761,SÍ,1,10100.0,07/2010,2011,No
1995,669,669,2,Mastercard,Débito,5220458045937942,08/2014,915,SÍ,2,26174.0,10/2010,2011,No
1996,669,669,3,Visa,Crédito,4851388792432581,02/2024,137,SÍ,2,16400.0,03/2001,2011,No
1997,670,670,0,Visa,Crédito,4667535072590504,09/2020,606,SÍ,1,8000.0,02/2020,2020,No
1998,670,670,1,Visa,Crédito,4664728417615626,11/2021,869,SÍ,2,9800.0,01/2020,2020,No
1999,670,670,2,Mastercard,Débito,5974986702403547,09/2021,939,SÍ,1,24645.0,02/2015,2015,No
2000,670,670,3,Visa,Débito,4535668224287785,12/2018,691,SÍ,2,14805.0,12/2018,2018,No
2001,671,671,0,Visa,Crédito,4508583693612523,01/2019,224,NO,1,3100.0,09/2006,2006,No
2002,672,672,0,Mastercard,Débito,5101946899181167,03/2024,990,SÍ,2,6710.0,04/2005,2013,No
2003,672,672,1,Mastercard,Débito,5438809137996738,03/2018,668,SÍ,2,7176.0,06/2002,2012,No
2004,672,672,2,Visa,Crédito,4307361097049954,08/2021,775,SÍ,2,8000.0,03/2003,2008,No
2005,673,673,0,Mastercard,Debit (Prepaid),5026167712266475,09/2024,271,SÍ,2,64.0,03/2001,2006,No
2006,674,674,0,Visa,Crédito,4962400888198876,09/2022,266,SÍ,2,16400.0,07/2009,2009,No
2007,674,674,1,Mastercard,Débito,5022081495088085,10/2022,893,SÍ,2,2536.0,09/2008,2008,No
2008,674,674,2,Mastercard,Débito,5009400051376027,11/2023,417,SÍ,1,30403.0,02/2009,2014,No
2009,674,674,3,Mastercard,Débito,5870688639058028,02/2024,916,NO,1,32636.0,09/2006,2016,No
2010,674,674,4,Mastercard,Débito,5070774990129713,09/2020,210,SÍ,2,2536.0,05/2009,2009,No
2011,675,675,0,Mastercard,Débito,5981401699297039,02/2020,754,SÍ,2,23072.0,05/2016,2016,No
2012,675,675,1,Mastercard,Débito,5944442565470173,06/2022,246,SÍ,1,20881.0,11/2014,2014,No
2013,676,676,0,Visa,Débito,4845063997012954,01/2021,278,SÍ,1,12325.0,05/2009,2009,No
2014,676,676,1,Visa,Debit (Prepaid),4684695086265308,09/2022,621,SÍ,1,47.0,01/2004,2013,No
2015,676,676,2,Visa,Débito,4731388951338396,11/2020,782,SÍ,2,3433.0,05/2007,2007,No
2016,677,677,0,Visa,Crédito,4867107450868594,05/2024,494,SÍ,1,16900.0,06/2005,2014,No
2017,677,677,1,Visa,Debit (Prepaid),4932238574894061,01/2021,185,SÍ,2,31.0,10/2005,2013,No
2018,677,677,2,Visa,Crédito,4020990480968522,02/2024,94,SÍ,2,17700.0,12/2008,2011,No
2019,677,677,3,Mastercard,Débito,5689380221189221,11/2016,656,NO,1,23995.0,10/2014,2014,No
2020,677,677,4,Visa,Crédito,4325110497566622,12/2024,658,SÍ,1,16900.0,05/2010,2010,No
2021,678,678,0,Mastercard,Debit (Prepaid),5494077855460522,07/2013,855,NO,1,60.0,11/2012,2012,No
2022,678,678,1,Visa,Crédito,4295673364937234,01/2023,900,SÍ,1,7000.0,01/2020,2020,No
2023,678,678,2,Mastercard,Débito,5513976299775159,03/2023,404,SÍ,2,7139.0,01/2020,2020,No
2024,678,678,3,Discover,Crédito,6849688773737188,03/2024,590,SÍ,2,5200.0,07/2011,2011,No
2025,678,678,4,Mastercard,Débito,5169449886762703,09/2021,443,SÍ,1,10199.0,01/2020,2020,No
2026,678,678,5,Mastercard,Crédito,5168351147755520,02/2024,700,SÍ,1,9800.0,09/2009,2009,No
2027,679,679,0,Mastercard,Débito,5120921074394357,05/2021,974,SÍ,2,21417.0,11/2010,2010,No
2028,679,679,1,Mastercard,Crédito,5477242500035905,07/2023,908,SÍ,1,14600.0,05/2011,2018,No
2029,679,679,2,Visa,Débito,4410510990382780,05/2023,405,NO,2,23898.0,08/2011,2011,No
2030,679,679,3,Mastercard,Crédito,5677631162329488,11/2007,707,SÍ,2,18200.0,06/2007,2008,No
2031,680,680,0,Mastercard,Débito,5649993743023413,05/2022,600,SÍ,2,16034.0,05/2010,2010,No
2032,680,680,1,Mastercard,Débito,5034070490953227,03/2022,285,SÍ,2,24775.0,03/2004,2010,No
2033,680,680,2,Mastercard,Débito,5079874786244954,06/2022,200,SÍ,2,1976.0,10/2000,2008,No
2034,681,681,0,Mastercard,Crédito,5786727394117638,04/2024,230,SÍ,2,15900.0,01/2020,2020,No
2035,681,681,1,Visa,Débito,4817071694522158,06/2020,185,SÍ,2,27623.0,02/2010,2018,No
2036,681,681,2,Mastercard,Débito,5752088223667735,12/2021,728,SÍ,1,17584.0,02/2020,2020,No
2037,682,682,0,Mastercard,Débito,5392117170606255,03/2018,949,SÍ,1,56640.0,04/2013,2013,No
2038,682,682,1,Visa,Débito,4250276478482515,10/2022,648,SÍ,1,39553.0,02/2020,2020,No
2039,682,682,2,Visa,Débito,4042421261212789,10/2022,437,SÍ,2,42218.0,01/2020,2020,No
2040,683,683,0,Mastercard,Crédito,5948740039365074,05/2021,950,SÍ,1,21900.0,09/2012,2012,No
2041,683,683,1,Visa,Crédito,4462200560023808,01/2014,58,SÍ,2,18700.0,12/2007,2009,No
2042,683,683,2,Visa,Crédito,4757620010538963,02/2021,258,SÍ,2,29200.0,05/2000,2010,No
2043,683,683,3,Discover,Crédito,6894665401576471,06/2024,882,SÍ,1,26600.0,07/2005,2009,No
2044,683,683,4,Visa,Débito,4212262433992065,10/2021,186,SÍ,2,17280.0,01/2006,2012,No
2045,684,684,0,Visa,Débito,4264613897925474,02/2020,66,SÍ,1,14761.0,10/2006,2011,No
2046,684,684,1,Visa,Débito,4476982543719366,08/2022,789,SÍ,1,15158.0,01/2014,2014,No
2047,684,684,2,Visa,Débito,4761404556606276,06/2021,579,SÍ,1,16464.0,09/2008,2009,No
2048,684,684,3,Mastercard,Débito,5157599614216847,11/2017,354,SÍ,2,19100.0,11/2006,2007,No
2049,684,684,4,Mastercard,Débito,5162155568271005,03/2022,367,SÍ,1,19332.0,11/2012,2012,No
2050,685,685,0,Mastercard,Débito,5028193312710761,01/2020,644,SÍ,2,39431.0,10/2009,2016,No
2051,686,686,0,Mastercard,Crédito,5801402411608920,10/2024,190,NO,1,9800.0,09/2007,2015,No
2052,686,686,1,Mastercard,Débito,5946854129119703,09/2020,405,SÍ,1,1866.0,12/2007,2014,No
2053,687,687,0,Visa,Debit (Prepaid),4856808577039430,10/2024,49,SÍ,1,64.0,12/2011,2011,No
2054,687,687,1,Mastercard,Crédito,5191953132741850,04/2021,7,SÍ,2,9600.0,08/2005,2013,No
2055,687,687,2,Visa,Débito,4703449084120210,06/2023,540,SÍ,1,10000.0,03/2009,2012,No
2056,688,688,0,Discover,Crédito,6489729869810937,03/2021,894,SÍ,1,7600.0,08/2004,2011,No
2057,688,688,1,Mastercard,Debit (Prepaid),5346535957222087,09/2024,883,SÍ,2,44.0,02/2002,2012,No
2058,688,688,2,Visa,Débito,4467616812518975,10/2020,60,SÍ,1,12519.0,08/2007,2009,No
2059,688,688,3,Mastercard,Débito,5658596727246398,02/2010,436,SÍ,1,4067.0,05/2004,2020,No
2060,688,688,4,Visa,Débito,4353998165821083,10/2016,159,SÍ,2,367.0,02/2010,2015,No
2061,688,688,5,Mastercard,Crédito,5560819053137819,09/2017,173,SÍ,2,9400.0,02/2013,2013,No
2062,689,689,0,Mastercard,Débito,5377432030711908,01/2022,246,SÍ,1,15579.0,01/2020,2020,No
2063,690,690,0,Visa,Crédito,4208305792316900,09/2006,135,SÍ,1,11500.0,10/2002,2009,No
2064,690,690,1,Discover,Crédito,6679312666731134,09/2021,558,NO,2,9500.0,11/2011,2011,No
2065,690,690,2,Visa,Débito,4898677117108642,01/2023,802,SÍ,1,13356.0,02/2007,2007,No
2066,690,690,3,Visa,Débito,4727180781671600,02/2020,986,SÍ,1,16385.0,04/2003,2011,No
2067,691,691,0,Visa,Crédito,4395042092797759,11/2023,115,SÍ,2,12500.0,01/2013,2013,No
2068,691,691,1,Amex,Crédito,328201278531872,05/2017,545,SÍ,1,13700.0,08/2009,2013,No
2069,692,692,0,Mastercard,Débito,5786077092120630,10/2021,819,SÍ,1,37303.0,10/2008,2011,No
2070,692,692,1,Visa,Crédito,4700082044427658,04/2015,487,SÍ,1,16900.0,04/2005,2014,No
2071,692,692,2,Mastercard,Débito,5171516474516120,11/2020,781,SÍ,2,33723.0,07/2008,2010,No
2072,692,692,3,Discover,Crédito,6646752478037215,09/2022,583,SÍ,2,14600.0,07/2015,2015,No
2073,692,692,4,Mastercard,Débito,5707467948750618,03/2022,233,SÍ,1,38084.0,03/2009,2010,No
2074,692,692,5,Visa,Crédito,4920320482307224,01/2021,328,SÍ,2,22300.0,12/2005,2014,No
2075,693,693,0,Mastercard,Débito,5789225518676865,11/2024,375,SÍ,2,62760.0,11/2004,2010,No
2076,693,693,1,Mastercard,Debit (Prepaid),5018503647518453,06/2022,319,SÍ,1,62.0,06/2009,2009,No
2077,693,693,2,Visa,Debit (Prepaid),4998693162966561,08/2023,839,SÍ,1,76.0,12/2007,2011,No
2078,693,693,3,Mastercard,Débito,5932390608727778,04/2014,612,SÍ,1,98334.0,03/2003,2007,No
2079,693,693,4,Mastercard,Débito,5681560415834998,04/2021,699,SÍ,2,141391.0,06/2005,2005,No
2080,693,693,5,Visa,Débito,4606036624560532,07/2022,40,SÍ,1,78790.0,03/1997,2011,No
2081,694,694,0,Mastercard,Débito,5421302444823985,09/2024,889,NO,2,15292.0,06/2008,2011,No
2082,694,694,1,Mastercard,Débito,5621833591257811,10/2012,690,SÍ,3,11696.0,02/2008,2015,No
2083,695,695,0,Amex,Crédito,338538414564400,09/2024,557,SÍ,2,11400.0,02/2020,2020,No
2084,695,695,1,Mastercard,Debit (Prepaid),5469525970132478,02/2020,372,SÍ,2,0.0,02/2020,2020,No
2085,695,695,2,Visa,Débito,4476003414984390,01/2024,865,SÍ,2,10198.0,12/2010,2013,No
2086,695,695,3,Visa,Crédito,4231335586694007,02/2021,441,SÍ,1,1800.0,12/2013,2013,No
2087,696,696,0,Mastercard,Débito,5751184311438390,12/2021,718,SÍ,1,5716.0,12/2010,2020,No
2088,697,697,0,Discover,Crédito,6252296592576200,05/2020,976,SÍ,3,22400.0,05/2004,2015,No
2089,697,697,1,Mastercard,Débito,5331973058778545,09/2021,39,SÍ,2,16872.0,04/2006,2010,No
2090,697,697,2,Visa,Débito,4566084725252874,06/2018,347,SÍ,2,7202.0,12/2001,2016,No
2091,698,698,0,Mastercard,Débito,5190283651450153,11/2022,789,SÍ,1,15516.0,02/2020,2020,No
2092,698,698,1,Mastercard,Débito,5392366156419139,08/2021,97,SÍ,1,18462.0,02/2020,2020,No
2093,699,699,0,Discover,Crédito,6314230753727333,08/2023,102,SÍ,1,7800.0,10/2005,2008,No
2094,699,699,1,Mastercard,Debit (Prepaid),5890249738384583,11/2022,136,SÍ,2,64.0,01/2015,2015,No
2095,699,699,2,Amex,Crédito,374653971503597,08/2023,358,SÍ,2,15400.0,06/2008,2015,No
2096,699,699,3,Mastercard,Debit (Prepaid),5985099169659260,02/2012,13,SÍ,1,12.0,10/2003,2012,No
2097,700,700,0,Mastercard,Crédito,5171329824996070,02/2024,23,SÍ,1,5900.0,02/2020,2020,No
2098,700,700,1,Mastercard,Crédito,5155511243348834,02/2020,151,SÍ,1,7900.0,05/2011,2011,No
2099,701,701,0,Mastercard,Debit (Prepaid),5049338760336909,04/2022,43,NO,1,83.0,02/2020,2020,No
2100,701,701,1,Mastercard,Crédito,5395773293219040,04/2024,11,SÍ,2,6200.0,02/2020,2020,No
2101,702,702,0,Mastercard,Débito,5044933895270370,04/2022,812,SÍ,2,2072.0,08/2010,2010,No
2102,702,702,1,Mastercard,Débito,5254337924232892,07/2024,93,SÍ,2,10224.0,06/2010,2016,No
2103,702,702,2,Visa,Debit (Prepaid),4475716128209829,11/2019,237,SÍ,2,49.0,10/2010,2010,No
2104,703,703,0,Visa,Crédito,4842107930686432,01/2022,786,SÍ,1,7700.0,04/2010,2010,No
2105,703,703,1,Mastercard,Débito,5584705161928725,05/2023,188,SÍ,1,16266.0,04/2006,2007,No
2106,703,703,2,Mastercard,Debit (Prepaid),5657038959779902,12/2015,742,SÍ,2,9.0,03/2007,2015,No
2107,703,703,3,Visa,Débito,4149979947275486,02/2021,426,SÍ,2,5141.0,03/2010,2010,No
2108,703,703,4,Visa,Crédito,4612008256325596,09/2022,929,SÍ,1,5800.0,01/2019,2019,No
2109,704,704,0,Mastercard,Débito,5230052090763944,06/2024,621,SÍ,2,1990.0,02/2020,2020,No
2110,705,705,0,Amex,Crédito,328675535875605,08/2010,66,SÍ,1,13900.0,10/2004,2010,No
2111,705,705,1,Visa,Crédito,4075750138489651,07/2022,157,SÍ,2,19700.0,05/2002,2011,No
2112,705,705,2,Visa,Débito,4415565987469377,09/2020,811,SÍ,2,29740.0,12/2006,2011,No
2113,705,705,3,Visa,Débito,4905345487591741,07/2023,814,SÍ,2,30039.0,02/1998,2010,No
2114,706,706,0,Mastercard,Crédito,5670831659213511,11/2020,143,SÍ,1,16800.0,04/2012,2012,No
2115,706,706,1,Visa,Débito,4093103228262000,08/2021,507,SÍ,1,17010.0,12/2011,2011,No
2116,706,706,2,Discover,Crédito,6135310578604021,01/2014,814,SÍ,2,22800.0,12/2004,2016,No
2117,707,707,0,Visa,Débito,4078119028995757,12/2022,754,SÍ,1,21086.0,05/2013,2013,No
2118,707,707,1,Mastercard,Débito,5893405968354192,08/2015,336,SÍ,1,14531.0,06/2014,2014,No
2119,708,708,0,Mastercard,Crédito,5516761014693880,12/2024,683,NO,2,8900.0,09/2016,2016,No
2120,708,708,1,Visa,Crédito,4150285670737087,05/2013,896,SÍ,1,10000.0,06/2009,2016,No
2121,709,709,0,Mastercard,Débito,5526459784807779,04/2022,100,SÍ,1,14227.0,10/2011,2012,No
2122,709,709,1,Discover,Crédito,6179911986106180,04/2021,135,SÍ,2,11200.0,11/2010,2010,No
2123,709,709,2,Amex,Crédito,320108465182734,02/2020,764,SÍ,1,9500.0,04/2007,2010,No
2124,710,710,0,Visa,Crédito,4477489362734994,01/2020,49,SÍ,1,5200.0,01/2020,2020,No
2125,710,710,1,Visa,Debit (Prepaid),4476092248320971,04/2019,428,SÍ,1,111.0,02/2019,2019,No
2126,711,711,0,Mastercard,Débito,5574826533473281,06/2021,598,SÍ,1,14532.0,12/2009,2020,No
2127,711,711,1,Mastercard,Débito,5689403704245010,10/2024,108,SÍ,1,30044.0,10/2007,2011,No
2128,712,712,0,Mastercard,Débito,5450745036208911,07/2021,706,SÍ,2,21749.0,01/2020,2020,No
2129,712,712,1,Amex,Crédito,372726260198911,02/2020,995,SÍ,2,15800.0,02/2020,2020,No
